ID,State,Date,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Type_of_Junction,Type_of_Accident,Vehicle_Type,Driver_Age_Group,Num_Vehicles_Involved,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response
166370,Texas,2024-02-28 07:21:05,Thursday,12:20:15,Sunny,Icy,Daylight,Urban,Intersection,Side collision,Car,Young Adult,3,0,36,5.066112069,3.166919735,798.7163216,3.916442099,0.9280663536,29,8.986086773
166371,Alaska,2024-01-25 06:10:30,Friday,22:42:51,Snowy,Icy,Night,Highway,Overpass,Rollover,Truck,Teenager,4,2,40,1.77431238,2.176425645,445.6080739,6.680065679,0.9081902162,43,23.45107005
166372,Illinois,2024-02-02 09:55:32,Saturday,18:47:23,Foggy,Icy,Dusk,Street,Crossroads,Rear-end collision,Truck,Adult,4,0,,3.928716758,5.932616446,322.7345537,9.996583361,0.5251614347,86,15.20118874
166373,North Dakota,2024-01-12 18:43:06,Saturday,10:51:24,Rainy,Dry,Daylight,Rural,Underpass,Run-off-road,Pedestrian,Senior,4,0,55,7.365691625,6.088881417,235.3448457,7.558095694,0.1227988585,95,
166374,West Virginia,2024-01-29 16:09:21,Sunday,15:14:22,Foggy,Muddy,Dawn,Street,Roundabout,Side collision,Motorcycle,Young Adult,4,2,56,7.37767542,7.926475545,384.5208564,8.87499963,0.853344784,33,6.501816785
166375,Kansas,2024-02-11 07:07:02,Tuesday,04:01:44,Sunny,Snowy,Night,Highway,Intersection,Cyclist involved,Car,Senior,5,0,45,6.285181481,2.338249528,415.8016194,,0.6817466318,25,23.09258009
166376,Rhode Island,2024-01-14 11:06:59,Sunday,10:54:36,Sunny,Icy,Daylight,Highway,Overpass,Rear-end collision,Truck,Adult,5,1,61,2.362409164,3.57596539,394.5739191,9.352314005,0.9278090368,52,25.64029628
166377,Iowa,2024-02-13 23:16:39,Wednesday,05:44:09,Foggy,Icy,Daylight,Street,Crossroads,Rear-end collision,Truck,Teenager,5,1,32,2.750988359,5.460444902,371.4519772,,0.1869093999,89,19.59238087
166378,Iowa,2024-01-14 06:42:30,Monday,12:59:38,Snowy,Icy,Dusk,Freeway,Roundabout,Head-on collision,Bicycle,Senior,3,1,57,8.296531693,6.662950178,284.8010412,,0.6652205715,5,6.159330545
166379,Indiana,2024-01-10 01:41:42,Tuesday,12:22:34,Snowy,Snowy,Dusk,Highway,Underpass,Rear-end collision,Car,Adult,5,3,61,3.923050971,5.414401955,195.7844646,4.698303372,0.9075607225,84,26.16213133
166380,Arizona,2024-01-20 15:30:52,Monday,19:01:41,Sunny,Dry,Dusk,Street,Intersection,Run-off-road,Bicycle,Adult,4,1,47,9.069001116,3.998923926,434.9391218,3.246307797,0.4285629856,7,27.88352037
166381,Utah,2024-01-03 04:31:03,Tuesday,01:24:00,Stormy,Snowy,Daylight,Freeway,Underpass,Run-off-road,Pedestrian,Senior,3,0,46,5.011633136,7.420988481,267.3991425,4.333159815,0.7468080789,9,
166382,Kansas,2024-02-25 04:09:46,Monday,07:41:40,Stormy,Dry,Night,Freeway,Roundabout,Head-on collision,Pedestrian,Adult,1,0,60,1.101851333,0.1318429599,189.4987193,7.895051132,0.7485720842,81,6.839412706
166383,Colorado,2024-02-21 16:08:49,Tuesday,06:34:39,Rainy,Muddy,Night,Rural,,Rollover,Car,Teenager,4,1,70,7.225998058,0.1242170875,815.1228242,4.922056111,0.9550186524,78,28.45630929
166384,Indiana,2024-02-17 09:10:38,Thursday,19:49:28,Snowy,Snowy,Dusk,Street,T-Junction,Rollover,Motorcycle,Adult,3,3,34,6.988428355,2.506001404,269.7641946,8.767843824,0.5284767973,92,
166385,South Carolina,2024-01-23 18:21:22,Thursday,22:10:40,Sunny,Wet,Night,Rural,T-Junction,Pedestrian involved,Car,Adult,5,2,39,1.478911721,0.5621343367,291.3042254,4.361806715,0.5696104192,43,7.387018443
166386,South Dakota,2024-02-02 18:08:58,Tuesday,15:56:02,Rainy,Icy,Night,Street,Underpass,Side collision,Bicycle,Adult,3,3,33,8.0275268,8.740586815,147.7137774,5.075701054,0.917987336,13,19.95113748
166387,Hawaii,2024-02-17 04:01:34,Monday,14:08:45,Foggy,Snowy,Daylight,Urban,Intersection,Side collision,Bicycle,Senior,5,0,43,2.299308731,6.941443994,415.1947812,9.050764223,0.8186166939,94,29.26360952
166388,Oregon,2024-01-08 22:27:19,Tuesday,16:07:04,Foggy,Icy,Daylight,Freeway,Overpass,Side collision,Bicycle,Senior,5,2,41,2.495960475,1.756582205,594.7942172,5.066527071,0.8257203967,,11.91961103
166389,Ohio,2024-01-22 22:21:56,Tuesday,03:37:09,Snowy,Icy,Night,Street,Roundabout,Side collision,Car,Young Adult,4,0,40,5.46951889,6.294090203,365.6913529,5.344953057,0.8104815451,30,11.50213433
166390,Tennessee,2024-01-23 12:26:56,Wednesday,01:59:06,Sunny,Muddy,Dawn,Freeway,Roundabout,Side collision,Truck,Senior,2,1,70,2.994017225,8.779119631,248.8156234,6.085155982,0.9994890398,8,8.0745264
166391,Tennessee,2024-01-22 13:02:08,Saturday,22:09:31,Stormy,Snowy,Night,Freeway,Underpass,Pedestrian involved,Truck,Teenager,5,1,64,7.068352438,6.064572579,829.1456231,7.808014866,0.9080959652,79,
166392,South Carolina,2024-01-27 17:46:29,Monday,02:43:19,Stormy,Muddy,Dusk,Urban,Overpass,Rollover,Pedestrian,Teenager,5,3,31,9.401987414,0.6753431152,153.1693019,,0.9174390764,57,19.75142736
166393,Arizona,2024-02-15 00:22:52,Sunday,05:34:34,Snowy,Snowy,Dawn,Street,Underpass,Side collision,Pedestrian,Young Adult,5,3,70,4.68600604,3.535856489,177.7444221,7.391162789,0.9614783193,22,13.13537414
166394,Massachusetts,2024-01-20 02:19:23,Wednesday,08:12:26,Foggy,Muddy,Night,Freeway,Underpass,Cyclist involved,Car,Adult,1,3,61,3.969715528,4.344848631,698.5952127,6.063964878,0.1502429511,58,5.603981624
166395,Idaho,2024-02-20 15:42:32,Wednesday,05:04:46,Snowy,Wet,Daylight,Highway,,Side collision,Bicycle,Senior,5,2,30,6.836692233,8.000774996,801.9119302,4.367576975,0.7826300538,94,7.223389612
166396,Arkansas,2024-01-18 06:53:42,Wednesday,20:51:39,Snowy,Wet,Daylight,Freeway,Overpass,Rear-end collision,Bicycle,Senior,5,1,58,3.993942754,6.513107788,745.9909335,4.92272952,0.5973044533,31,14.01122943
166397,Nevada,2024-01-14 21:40:49,Tuesday,20:07:05,Stormy,Muddy,Daylight,Rural,Crossroads,Cyclist involved,Bicycle,Adult,3,0,38,6.759135899,2.970260502,402.9180466,7.195467985,0.8233908077,53,6.699838545
166398,Maryland,2024-02-01 07:12:27,Wednesday,03:35:28,Rainy,Muddy,Dusk,Highway,Overpass,Side collision,Bicycle,Adult,4,1,40,0.6318714945,0.6177156082,899.765689,9.622235726,0.1330327115,32,6.861560469
166399,Wisconsin,2024-01-27 17:43:20,Monday,12:36:34,,Snowy,Daylight,Rural,Intersection,Head-on collision,Truck,Teenager,4,0,30,6.174981356,6.173972292,405.7876911,8.542235961,0.7167870887,19,
166400,New Hampshire,2024-02-05 09:22:23,Wednesday,14:35:16,Snowy,Muddy,Dawn,Rural,Roundabout,Cyclist involved,Car,Adult,4,0,53,0.8477486926,0.7436285118,737.9069115,,0.6310799571,43,15.99294418
166401,Mississippi,2024-01-05 11:50:49,Tuesday,15:45:26,Stormy,Muddy,Dawn,Freeway,Intersection,Run-off-road,Car,Teenager,3,0,69,0.1137126538,9.306055097,957.1428327,5.101424929,0.403730337,89,29.90353902
166402,Hawaii,2024-01-30 15:25:52,Friday,03:28:38,Snowy,Muddy,Daylight,Street,T-Junction,Rollover,Pedestrian,Teenager,3,2,,4.367036793,0.1669906773,215.2972749,5.302152724,0.1374267426,28,14.61240063
166403,Wyoming,2024-01-08 11:35:29,Saturday,11:04:29,,Wet,Dawn,Street,Crossroads,Rollover,Bicycle,Senior,2,0,40,9.446532372,7.365200821,826.4050071,4.86380221,0.1678725443,62,20.39670483
166404,New Hampshire,2024-02-27 15:24:54,Wednesday,09:45:04,Foggy,Muddy,Dusk,Freeway,Roundabout,Rear-end collision,Motorcycle,Teenager,5,1,52,9.823718391,3.22781043,999.9313419,7.194909532,0.3053763532,67,25.77274342
166405,Colorado,2024-02-16 19:13:50,Friday,17:40:29,Stormy,Snowy,Dawn,Rural,,Rollover,Truck,Senior,4,0,41,2.361436769,5.034885985,811.8341487,6.388919856,0.6030329271,0,29.33411099
166406,North Carolina,2024-01-02 19:10:02,Tuesday,19:05:03,Snowy,Snowy,Dusk,Rural,,Rear-end collision,Bicycle,Adult,3,1,32,4.032298693,5.577077547,772.2973301,,0.2899660461,83,15.6886151
166407,Vermont,2024-01-27 03:16:22,Wednesday,19:14:34,Sunny,Muddy,Dusk,Rural,Roundabout,Side collision,Bicycle,Young Adult,1,0,51,2.151443505,6.073134531,377.8526358,8.700792725,0.5832283993,61,12.95479943
166408,Michigan,2024-01-12 14:44:06,Tuesday,11:03:45,Foggy,Wet,Dusk,Street,Intersection,Cyclist involved,Car,Adult,3,1,49,2.307544538,3.975086079,172.2366809,7.132290977,0.6731572383,5,
166409,New Jersey,2024-02-10 13:59:01,Monday,02:37:48,Sunny,Icy,Night,Urban,Overpass,Rear-end collision,Bicycle,Senior,3,0,38,9.551271017,6.692967035,458.0518642,5.107771363,0.2720656943,97,
166410,Alabama,2024-02-26 17:16:21,Sunday,05:02:22,Snowy,Wet,Dusk,Rural,Intersection,Rollover,Motorcycle,Teenager,2,0,64,3.401191838,8.985826742,117.0903881,8.119572237,0.8099946712,,16.05060262
166411,Indiana,2024-01-21 11:21:45,Friday,03:01:47,,Dry,Daylight,Urban,Underpass,Cyclist involved,Motorcycle,Senior,3,1,37,2.136911363,3.620842312,985.9343228,3.850338431,0.76620726,,16.02559106
166412,New York,2024-02-14 22:38:39,Wednesday,20:41:26,Snowy,Dry,Dusk,Street,Overpass,Head-on collision,Motorcycle,Teenager,5,0,60,0.4207897782,9.177824934,391.0891854,5.772663832,0.8967377807,2,
166413,Massachusetts,2024-01-24 17:22:19,Tuesday,12:48:50,Rainy,Icy,Daylight,Rural,T-Junction,Rollover,Pedestrian,Young Adult,3,3,,6.525834883,5.886454489,500.0369439,9.263412766,0.8758438136,89,20.20225173
166414,Maryland,2024-01-20 05:34:10,Tuesday,02:59:40,Rainy,Wet,Dawn,Urban,T-Junction,Pedestrian involved,Pedestrian,Adult,1,3,47,7.812411275,7.94074018,929.8657309,7.927054434,0.3322125818,72,
166415,Oklahoma,2024-02-26 10:01:31,Sunday,18:10:31,Stormy,Wet,Dawn,Highway,T-Junction,Rollover,Pedestrian,Senior,3,1,35,0.498197405,3.163041072,204.3288683,8.813552997,0.6852605685,98,17.47204632
166416,Wyoming,2024-01-26 22:39:59,Tuesday,08:30:09,,Wet,Daylight,Street,Overpass,Side collision,Car,Senior,3,3,44,1.847566909,5.205913652,205.0499331,9.381128861,0.7078297194,55,8.99092101
166417,Maryland,2024-01-13 03:13:33,Monday,08:21:17,Rainy,Icy,Dusk,Freeway,Intersection,Run-off-road,Truck,Senior,4,3,54,1.305905189,4.585250985,371.4107222,9.522974802,0.5114256205,19,18.91502662
166418,North Carolina,2024-01-07 06:01:34,Monday,07:58:06,Sunny,Muddy,Night,Highway,Roundabout,Run-off-road,Truck,Adult,5,3,,2.850611378,3.152715046,777.1360022,3.427472187,0.6300314471,43,14.6536971
166419,Mississippi,2024-02-19 10:26:05,Thursday,08:00:27,Foggy,Muddy,Night,Rural,Overpass,Rear-end collision,Motorcycle,Teenager,3,3,63,2.637187033,7.864539229,791.6454789,9.579152764,0.1792690521,98,24.07499041
166420,Alaska,2024-02-15 22:40:29,Saturday,04:55:20,Sunny,Wet,Night,Highway,T-Junction,Rear-end collision,Car,Teenager,4,1,52,3.666131944,8.444446252,606.9845535,4.906860986,0.4007249363,90,9.547167045
166421,Tennessee,2024-02-15 10:52:59,Tuesday,04:37:32,Stormy,Snowy,Dusk,Urban,Underpass,Side collision,Bicycle,Senior,1,2,44,9.572454626,4.28993381,914.8132891,6.180911809,0.1166635845,2,
166422,Arkansas,2024-02-18 04:52:25,Sunday,06:44:29,Snowy,Muddy,Daylight,Street,Crossroads,Side collision,Truck,Senior,3,3,67,6.214251446,2.763784798,216.8381907,6.063431611,0.361726274,48,14.37465564
166423,Rhode Island,2024-02-23 11:16:59,Friday,23:31:09,Rainy,Snowy,Dawn,Street,T-Junction,Rear-end collision,Motorcycle,Adult,4,0,,1.11459637,8.548741846,315.2348171,9.181163198,0.5528972928,62,27.34305219
166424,Arizona,2024-02-11 13:36:10,Tuesday,18:19:44,Foggy,Icy,Dawn,Urban,Underpass,Rear-end collision,Pedestrian,Adult,3,1,59,2.134002378,8.445253889,299.2931153,7.751977717,0.6523658525,38,28.22520294
166425,Wisconsin,2024-02-26 15:39:02,Wednesday,08:09:30,Rainy,Snowy,Dusk,Urban,Overpass,Rear-end collision,Pedestrian,Young Adult,3,2,59,9.432378086,5.992138967,379.2208902,4.015259139,0.8272732285,63,12.49989662
166426,Connecticut,2024-01-07 01:00:45,Monday,05:05:41,Foggy,Wet,Dusk,Highway,Crossroads,Side collision,Car,Teenager,3,0,62,5.61384665,4.789890448,404.1644844,,0.4376802148,97,15.0925788
166427,New Mexico,2024-01-10 09:22:21,Saturday,19:23:49,Rainy,Snowy,Night,Freeway,Underpass,Run-off-road,Car,Adult,1,1,,6.537968381,5.611784341,130.6970852,7.522911848,0.9878212195,42,14.83264459
166428,Delaware,2024-02-14 00:52:28,Monday,02:38:24,Snowy,Muddy,Daylight,Freeway,Roundabout,Run-off-road,Motorcycle,Young Adult,2,0,56,1.44099892,7.410575389,339.5166425,7.389739286,0.5860985333,73,6.965905435
166429,Arkansas,2024-01-19 18:50:52,Wednesday,22:53:53,Foggy,Muddy,Dawn,Urban,Roundabout,Rollover,Car,Young Adult,3,1,70,9.329551263,2.128377842,481.4763786,,0.5400132756,95,18.19027518
166430,Illinois,2024-01-26 03:10:07,Wednesday,20:26:46,Sunny,Dry,Dawn,Freeway,T-Junction,Rear-end collision,Car,Teenager,4,2,31,3.069812569,8.36025282,127.1561695,,0.4291473021,89,17.91254446
166431,Tennessee,2024-02-23 10:19:51,Monday,21:03:37,Sunny,Wet,Dusk,Rural,Overpass,Run-off-road,Truck,Senior,4,3,36,4.880847776,5.437870922,568.681001,3.593352183,0.613181186,87,19.42236561
166432,Wyoming,2024-02-17 05:59:54,Monday,08:20:28,Snowy,Dry,Dusk,Freeway,Intersection,Head-on collision,Truck,Adult,3,1,30,1.160730148,8.525392,842.8048501,8.098312863,0.4432378369,95,5.866365912
166433,California,2024-02-28 03:34:04,Saturday,06:08:24,Rainy,Wet,Dawn,Highway,Crossroads,Rollover,Bicycle,Teenager,5,1,36,2.774430863,8.746505357,963.6905096,4.105218274,0.6358037793,75,9.871758139
166434,Tennessee,2024-01-11 19:10:37,Monday,07:47:05,Rainy,Snowy,Night,Highway,T-Junction,Cyclist involved,Truck,Adult,5,1,47,1.519282876,3.052505093,614.798458,,0.1316238421,100,6.754988378
166435,Florida,2024-01-08 11:12:35,Wednesday,00:58:53,Rainy,Wet,Night,Highway,Intersection,Cyclist involved,Car,Adult,4,3,56,5.956302343,3.257604846,626.6134428,8.239565025,0.5463741898,51,21.95121877
166436,Oklahoma,2024-01-31 04:08:13,Monday,02:57:49,,Snowy,Dusk,Highway,Roundabout,Rollover,Bicycle,Teenager,1,0,45,6.930372175,3.539991258,696.5190175,6.259385546,0.1832384489,31,
166437,Idaho,2024-02-17 13:12:47,Thursday,12:16:26,Stormy,Icy,Daylight,Freeway,Overpass,Rollover,Truck,Adult,2,1,,3.050008633,0.2295867984,298.418734,,0.1741898392,53,5.565012763
166438,Mississippi,2024-01-15 20:27:09,Wednesday,03:46:52,Foggy,Wet,Dusk,Urban,Overpass,Head-on collision,Truck,Senior,3,0,,4.672295535,5.437524291,841.0245077,9.476821853,0.2262027336,45,
166439,Alaska,2024-02-09 04:21:15,Sunday,06:03:09,Foggy,Icy,Dusk,Rural,T-Junction,Side collision,Motorcycle,Teenager,3,3,51,7.732217966,6.711823517,692.449631,5.344972941,0.1808903678,12,27.92924122
166440,Oklahoma,2024-01-27 23:03:30,Saturday,07:40:12,Foggy,Wet,Dusk,Freeway,Underpass,Side collision,Pedestrian,Adult,3,3,,7.558167988,7.166045009,706.3671719,3.884395848,0.9720184022,36,28.8587465
166441,Pennsylvania,2024-01-28 16:22:10,Friday,06:15:41,Rainy,Muddy,Dawn,Freeway,Roundabout,Head-on collision,Car,Adult,5,3,33,9.813081549,9.958541494,876.5385601,4.540199167,0.3535963491,,
166442,Alaska,2024-02-05 18:48:28,Monday,16:02:36,Foggy,Muddy,Dusk,Rural,Crossroads,Rollover,Truck,Senior,3,0,63,7.460100978,2.675396014,228.7501274,7.673870049,0.2429085748,,19.27482129
166443,Wisconsin,2024-02-02 09:21:20,Tuesday,19:56:24,Foggy,Muddy,Dusk,Rural,Intersection,Cyclist involved,Pedestrian,Teenager,4,2,38,7.392916564,2.996605206,701.3617531,8.019133115,0.8215400055,99,24.67791381
166444,New York,2024-01-23 04:15:14,Sunday,04:36:52,Stormy,Muddy,Daylight,Highway,Intersection,Head-on collision,Motorcycle,Teenager,2,0,60,8.538229259,2.627602793,253.8627751,6.325174337,0.3162949968,83,
166445,South Dakota,2024-01-13 14:20:15,Monday,02:21:44,Snowy,Dry,Dusk,Highway,Intersection,Pedestrian involved,Truck,Teenager,1,2,43,2.079027061,8.98314288,750.2449911,6.979354394,0.8631198808,15,
166446,South Carolina,2024-02-26 23:22:02,Thursday,17:39:22,Sunny,Muddy,Dawn,Street,Overpass,Side collision,Car,Adult,1,0,37,9.924774261,2.64023677,281.8516506,,0.4255190831,,
166447,Connecticut,2024-02-17 19:24:42,Wednesday,09:57:41,Snowy,Muddy,Dawn,Urban,,Rear-end collision,Motorcycle,Senior,4,0,69,6.794113341,3.939790769,881.4633843,4.537490831,0.6945005562,25,15.44555018
166448,Arizona,2024-01-09 04:40:15,Friday,22:24:21,Snowy,Icy,Dusk,Rural,Roundabout,Cyclist involved,Motorcycle,Teenager,1,0,56,9.494994296,2.097204032,143.23118,3.091165342,0.891319039,72,24.69472428
166449,Delaware,2024-02-10 05:13:19,Friday,07:59:14,,Icy,Dawn,Urban,T-Junction,Run-off-road,Truck,Senior,2,3,41,4.711073532,8.808144915,514.1412866,8.776066957,0.1265138075,44,17.52504109
166450,New Hampshire,2024-01-27 14:49:53,Friday,22:17:44,Rainy,Wet,Night,Street,Underpass,Rollover,Bicycle,Senior,2,3,31,5.596069807,6.160252157,187.6670339,5.803385851,0.3028295266,37,5.73166715
166451,Colorado,2024-02-07 23:47:48,Thursday,00:21:29,Snowy,Dry,Dawn,Urban,Roundabout,Side collision,Bicycle,Senior,4,3,64,4.716952529,9.798995564,434.3514643,4.895409156,0.5519820122,50,20.31043867
166452,Alabama,2024-01-23 08:35:56,Saturday,00:25:06,Foggy,Snowy,Daylight,Highway,Crossroads,Pedestrian involved,Pedestrian,Adult,5,1,,8.343000542,0.181102264,978.1631305,6.345784236,0.4996778625,6,9.547206209
166453,Massachusetts,2024-01-12 17:39:38,Wednesday,22:29:07,Foggy,Wet,Dusk,Freeway,Crossroads,Rollover,Car,Adult,2,0,50,0.4878285884,5.102663824,133.4735778,5.949751194,0.6793469414,0,
166454,Kentucky,2024-01-18 23:53:00,Tuesday,07:03:00,Foggy,Muddy,Night,Street,T-Junction,Side collision,Motorcycle,Adult,2,3,63,5.184957812,2.94647366,875.0615832,7.478845157,0.6816246949,5,14.01976781
166455,Washington,2024-01-14 07:43:29,Friday,17:42:54,Snowy,Icy,Night,Rural,Overpass,Rear-end collision,Truck,Young Adult,1,2,62,2.437150664,8.586323631,849.2339081,7.371649125,0.7918745644,93,17.45037835
166456,New York,2024-01-04 14:53:56,Monday,17:27:29,Foggy,Dry,Dawn,Highway,Intersection,Rear-end collision,Bicycle,Senior,4,0,52,6.25315977,2.000790592,220.5219203,7.439861059,0.8154251379,,18.79624
166457,Arkansas,2024-02-27 15:06:38,Tuesday,20:06:53,Foggy,Icy,Daylight,Rural,Overpass,Head-on collision,Truck,Teenager,2,1,,7.565237333,8.315390457,979.0590949,3.74029117,0.5493577092,51,26.32442538
166458,New Jersey,2024-01-02 08:25:07,Friday,07:35:16,Foggy,Dry,Dawn,Rural,Intersection,Side collision,Bicycle,Young Adult,3,1,42,0.9691544542,6.331094558,816.497744,4.508230788,0.1882913875,42,6.333786141
166459,Hawaii,2024-02-03 13:11:22,Tuesday,19:15:37,Stormy,Dry,Dawn,Urban,Overpass,Rear-end collision,Motorcycle,Young Adult,4,2,31,2.281053203,4.731487908,403.2760734,6.738776716,0.303515936,96,
166460,North Dakota,2024-02-11 05:51:38,Saturday,03:39:27,Sunny,Muddy,Daylight,Urban,Overpass,Run-off-road,Pedestrian,Teenager,5,2,63,6.640396782,4.61964592,386.9057913,5.528828412,0.9206427277,60,29.56572179
166461,Nevada,2024-02-12 13:52:35,Tuesday,00:07:38,Sunny,Wet,Dawn,Rural,T-Junction,Rear-end collision,Motorcycle,Young Adult,5,1,37,8.408032179,9.716433437,673.6283659,,0.810078593,67,9.043225962
166462,Utah,2024-02-28 23:57:56,Monday,08:12:29,Snowy,Snowy,Dusk,Urban,,Run-off-road,Motorcycle,Young Adult,3,1,66,0.8736334556,4.670307971,656.6401869,6.390331653,0.6100721454,20,26.28519235
166463,Montana,2024-02-23 03:04:29,Monday,19:57:41,Stormy,Icy,Night,Highway,Intersection,Rollover,Bicycle,Young Adult,3,0,34,8.548877061,8.993884325,150.6189813,6.021597392,0.5462699717,44,25.28084853
166464,Arkansas,2024-02-07 05:21:10,Friday,01:15:03,Foggy,Snowy,Daylight,Urban,T-Junction,Run-off-road,Pedestrian,Teenager,2,2,46,7.19886881,3.420910421,861.3807855,3.223224652,0.2536815194,68,22.14359382
166465,Nevada,2024-02-06 08:29:27,Saturday,01:50:44,Rainy,Wet,Night,Rural,Roundabout,Cyclist involved,Car,Young Adult,2,0,54,4.693941896,7.816195632,274.2728004,,0.661709142,85,6.297460237
166466,South Carolina,2024-02-08 04:04:01,Tuesday,22:52:22,Stormy,Dry,Night,Highway,,Cyclist involved,Motorcycle,Senior,2,3,55,9.930375196,3.679195651,142.0269991,8.398658282,0.7095154673,46,21.28513276
166467,New Jersey,2024-02-08 08:53:23,Tuesday,00:59:25,Foggy,Snowy,Daylight,Rural,Overpass,Cyclist involved,Motorcycle,Senior,2,2,37,4.636634972,3.704646428,818.8056097,6.79725816,0.8713271663,78,20.1658701
166468,Indiana,2024-02-15 03:21:57,Saturday,14:32:25,Foggy,Dry,Daylight,Urban,Crossroads,Pedestrian involved,Truck,Adult,1,1,51,6.476873125,3.926477493,225.3384299,,0.453794416,57,
166469,Wisconsin,2024-02-09 21:19:48,Wednesday,19:01:08,Rainy,Wet,Dawn,Street,Crossroads,Run-off-road,Motorcycle,Senior,1,1,30,1.198069663,4.163228844,195.821405,,0.6709953936,56,12.75560599
166470,Tennessee,2024-01-11 03:29:20,Wednesday,19:02:34,Snowy,Snowy,Dusk,Urban,Underpass,Run-off-road,Truck,Young Adult,3,1,59,9.31122513,8.623721108,180.0011922,4.446154873,0.2083919318,49,12.36023605
166471,Washington,2024-01-12 18:01:54,Saturday,09:24:10,Foggy,Snowy,Daylight,Urban,Underpass,Rear-end collision,Motorcycle,Adult,5,3,58,2.139608053,3.920562665,588.5126263,9.111306333,0.1185105154,2,7.195262604
166472,Montana,2024-01-20 06:29:53,Thursday,02:03:08,Snowy,Muddy,Daylight,Freeway,,Rollover,Bicycle,Senior,2,0,31,2.917839484,4.351230097,917.1609955,4.901529881,0.6596019639,51,
166473,Kansas,2024-01-03 02:08:57,Sunday,01:10:32,Stormy,Snowy,Dusk,Rural,T-Junction,Run-off-road,Car,Adult,3,0,59,7.778161597,7.981751398,879.7208089,5.261452527,0.4489062441,74,7.312508291
166474,Tennessee,2024-01-12 03:37:05,Monday,11:27:23,Rainy,Muddy,Dusk,Rural,,Rear-end collision,Car,Adult,3,0,43,6.215137262,1.202410797,658.1075979,,0.4890693243,73,6.899902615
166475,Oregon,2024-02-16 16:28:28,Thursday,19:58:33,Snowy,Snowy,Dawn,Highway,T-Junction,Rear-end collision,Truck,Adult,5,0,39,5.885190815,6.80760409,668.261131,4.691918329,0.3572462497,11,26.94809586
166476,Maine,2024-01-01 01:58:45,Saturday,08:54:31,Foggy,Wet,Night,Highway,Intersection,Rollover,Pedestrian,Teenager,2,0,43,6.403621511,8.80244907,343.6069603,9.479898338,0.7167654816,78,29.21579484
166477,Kansas,2024-02-21 02:18:38,Saturday,16:41:47,Rainy,Dry,Night,Freeway,T-Junction,Rear-end collision,Truck,Teenager,3,0,55,8.685456424,2.662810807,567.9243538,8.449481128,0.8309396139,80,20.52120048
